stamp,phi,theta,psi,p,q,r,p_dot,q_dot,r_dot,Tix,Tiy,Tiz,Gx,Gy,Gz,cmdTroll,cmdTpitch,cmdTyaw,rawIroll,rawIpitch,rawIyaw
1746315580.392693,3.033165,-0.235353,1.324644,0.017097,-0.040732,-0.013130,0.226776,-0.364259,-0.044787,0.389802,-0.254907,0.092804,-0.182201,-0.399435,0.069427,-0.182201,-0.399435,0.069427,1998,1998,2067
1746315580.397689,3.030793,-0.234823,1.324904,-0.279937,-0.118832,-0.031406,-1.076025,-0.819017,-0.171296,-0.472500,-0.544963,-0.101311,-0.241844,0.444464,-0.223875,-0.241844,0.444464,-0.223875,1998,2098,1998
1746315580.402686,3.030793,-0.234823,1.324904,-0.279937,-0.118832,-0.031406,-2.110643,-1.170198,-0.270262,-1.867525,-0.913784,-0.368791,-0.958827,1.707748,-0.658177,-0.958827,1.707748,-0.658177,1998,2098,1998
1746315580.407687,3.024455,-0.234294,1.326153,-0.829225,-0.040751,-0.153615,-5.376786,-1.078032,-0.894704,-5.282084,-1.168932,-1.162542,-1.237457,4.882426,-1.584975,-1.237457,4.882426,-1.584975,1998,2098,1998
1746315580.412707,3.024455,-0.234294,1.326153,-0.829225,-0.040751,-0.153615,-7.919007,-0.978510,-1.383754,-9.724970,-1.311708,-2.230022,-2.486214,9.158437,-2.942361,-2.486214,9.158437,-2.942361,1998,2098,1998
1746315580.417661,3.024455,-0.234294,1.326153,-0.829225,-0.040751,-0.153615,-9.778663,-0.876868,-1.744623,-14.399634,-1.369245,-3.370184,-3.707662,13.679971,-4.366090,-3.707662,13.679971,-4.366090,1998,2098,1998
1746315580.422692,3.015391,-0.231167,1.328161,-1.173612,-0.275478,-0.269653,-12.655364,-1.835826,-2.529056,-20.072790,-1.828834,-4.982053,-5.017879,19.320898,-6.265399,-5.017879,19.320898,-6.265399,1998,2098,1998
1746315580.427697,2.965233,-0.224561,1.332472,-3.341419,-0.415059,-0.275797,-24.456334,-3.197293,-3.132828,-32.723983,-3.206062,-7.521188,-6.107807,31.457229,-9.721564,-6.107807,31.457229,-9.721564,1998,2098,1998
1746315580.432693,2.965233,-0.224561,1.332472,-3.341419,-0.415059,-0.275797,-33.476036,-4.229430,-3.551954,-48.760263,-4.675355,-10.209295,-11.455597,46.693381,-13.600510,-11.455597,46.693381,-13.600510,1998,2098,1998
1746315580.437698,2.925794,-0.223245,1.333244,-4.462321,-0.137545,-0.069719,-45.113642,-3.724326,-2.884896,-69.281738,-6.118808,-12.272965,-16.123399,66.033730,-17.254802,-16.123399,66.033730,-17.254802,1998,2098,1998
1746315580.442692,2.884810,-0.220638,1.333346,-4.627564,-0.278903,-0.074031,-54.273126,-3.866461,-2.298773,-91.304510,-7.311154,-14.139828,-22.351884,87.301731,-20.476681,-22.351884,87.301731,-20.476681,1998,2098,1998
1746315580.447696,2.884810,-0.220638,1.333346,-4.627564,-0.278903,-0.074031,-60.513879,-3.895280,-1.769600,-112.505177,-8.232861,-15.588589,-28.380807,107.690719,-23.244884,-28.380807,107.690719,-23.244884,1998,2098,1998
1746315580.452695,2.884810,-0.220638,1.333346,-4.627564,-0.278903,-0.074031,-64.214206,-3.830958,-1.300469,-131.219400,-8.909206,-16.610616,-33.565924,125.720745,-25.401685,-33.565924,125.720745,-25.401685,1998,2098,1998
1746315580.457692,2.839098,-0.219065,1.332489,-5.074353,-0.253850,0.060332,-67.786336,-3.579900,-0.285787,-147.955028,-9.622498,-16.933605,-37.749016,141.756064,-26.851567,-37.749016,141.756064,-26.851567,1998,2098,1998
1746315580.462693,2.839098,-0.219065,1.332489,-5.074353,-0.253850,0.060332,-69.166344,-3.295229,0.545733,-161.632855,-10.061568,-16.755701,-41.493933,154.943697,-27.487498,-41.493933,154.943697,-27.487498,1998,2098,1998
1746315580.467693,2.796373,-0.216225,1.332146,-4.644181,-0.320586,-0.114987,-66.795169,-3.290141,0.419985,-170.357660,-10.053323,-16.595615,-44.266191,163.473434,-27.472249,-44.266191,163.473434,-27.472249,1998,2098,1998
1746315580.472699,2.796373,-0.216225,1.332146,-4.644181,-0.320586,-0.114987,-63.361227,-3.211882,0.308215,-174.566458,-10.018002,-16.351961,-45.249697,167.571296,-27.439600,-45.249697,167.571296,-27.439600,1998,2098,1998
1746315580.477695,2.753360,-0.213030,1.333195,-4.835133,-0.286151,-0.278209,-60.010396,-2.921345,-0.523128,-175.441805,-9.835404,-16.461500,-44.776561,168.484014,-27.183427,-44.776561,168.484014,-27.183427,1998,2098,1998
1746315580.482698,2.713065,-0.207740,1.335013,-4.230638,-0.537495,-0.456103,-53.211181,-3.750942,-1.989065,-171.307150,-9.598385,-17.180428,-44.089364,164.862641,-27.126549,-44.089364,164.862641,-27.126549,1998,2098,1998
1746315580.487696,2.713065,-0.207740,1.335013,-4.230638,-0.537495,-0.456103,-46.495400,-4.339811,-3.134034,-163.445506,-9.663602,-18.020209,-42.277301,157.203280,-27.592595,-42.277301,157.203280,-27.592595,1998,2098,1998
1746315580.492722,2.713065,-0.207740,1.335013,-4.230638,-0.537495,-0.456103,-39.956971,-4.722833,-3.998685,-152.811486,-9.875951,-18.806719,-39.949573,146.813879,-27.899014,-39.949573,146.813879,-27.899014,1998,2098,1998
1746315580.497693,2.674608,-0.201230,1.337587,-4.278958,-0.516542,-0.583582,-34.026392,-4.830358,-5.173107,-140.667024,-9.972710,-19.687542,-36.661886,135.070977,-27.714626,-36.661886,135.070977,-27.714626,1998,2098,1998
1746315580.502695,2.636866,-0.194085,1.340544,-4.025143,-0.548527,-0.681856,-27.267411,-4.954287,-6.461178,-126.622292,-9.886408,-20.663073,-33.223015,121.572817,-27.553390,-33.223015,121.572817,-27.553390,1998,2098,1998
1746315580.507708,2.636866,-0.194085,1.340544,-4.025143,-0.548527,-0.681856,-21.148290,-4.943381,-7.364199,-111.591920,-9.794839,-21.619090,-29.636245,106.960011,-27.817631,-29.636245,106.960011,-27.817631,1998,2098,1998
1746315580.512698,2.636866,-0.194085,1.340544,-4.025143,-0.548527,-0.681856,-15.727126,-4.823282,-7.928177,-96.374047,-9.661607,-22.398555,-25.964526,92.174161,-27.888935,-25.964526,92.174161,-27.888935,1998,2098,1998
1746315580.517697,2.565015,-0.179427,1.344294,-3.811222,-0.591490,-0.552352,-9.996222,-4.810492,-7.626882,-80.688730,-9.535054,-22.324071,-22.142258,77.077955,-26.743619,-22.142258,77.077955,-26.743619,1998,2098,1998
1746315580.522699,2.565015,-0.179427,1.344294,-3.811222,-0.591490,-0.552352,-5.112017,-4.691830,-7.210281,-65.236943,-9.418801,-21.799826,-18.500488,62.046947,-25.569442,-18.500488,62.046947,-25.569442,1998,2098,1998
1746315580.527698,2.530696,-0.171865,1.345496,-3.785417,-0.610898,-0.580008,-0.915344,-4.577217,-6.834197,-50.462237,-9.256070,-20.943017,-14.920706,47.730009,-23.885828,-14.920706,47.730009,-23.885828,1998,2098,1998
1746315580.532705,2.530696,-0.171865,1.345496,-3.785417,-0.610898,-0.580008,2.521200,-4.380806,-6.374110,-36.722722,-9.070961,-19.880604,-11.622286,34.379085,-22.259318,-11.622286,34.379085,-22.259318,1998,2098,1998
1746315580.537698,2.497911,-0.164319,1.346413,-3.558210,-0.628933,-0.594125,6.268235,-4.204218,-5.921550,-23.595970,-8.796450,-18.584471,-8.677625,21.676134,-20.282919,-8.677625,21.676134,-20.282919,1998,2098,1998
1746315580.542692,2.497911,-0.164319,1.346413,-3.558210,-0.628933,-0.594125,9.174041,-3.966304,-5.420724,-11.501245,-8.505330,-17.201463,-5.662045,9.949380,-18.406621,-5.662045,9.949380,-18.406621,1998,2098,1998
1746315580.547698,2.466674,-0.155063,1.347627,-3.480336,-0.720591,-0.783044,11.685509,-4.096207,-5.741922,-0.452271,-8.161399,-16.275828,-2.936466,-0.644647,-16.752566,-2.936466,-0.644647,-16.752566,1998,1998,1998
1746315580.552702,2.435232,-0.145040,1.349440,-3.417255,-0.739279,-0.882665,13.745404,-4.193498,-6.321919,9.427333,-7.816581,-15.794039,-0.489139,-10.174185,-15.722923,-0.489139,-10.174185,-15.722923,1998,1998,1998
1746315580.557705,2.435232,-0.145040,1.349440,-3.417255,-0.739279,-0.882665,15.108984,-4.178037,-6.650612,17.908925,-7.532816,-15.552275,1.672555,-18.386530,-15.168726,1.672555,-18.386530,-15.168726,2098,1998,1998
1746315580.562697,2.435232,-0.145040,1.349440,-3.417255,-0.739279,-0.882665,15.874509,-4.071587,-6.767513,24.893870,-7.259380,-15.407144,3.491988,-25.141013,-14.760630,3.491988,-25.141013,-14.760630,2098,1998,1998
1746315580.567698,2.403545,-0.134228,1.351681,-3.558811,-0.734102,-1.017011,15.504028,-3.870124,-7.315349,29.967513,-6.794427,-15.650899,5.219097,-29.993770,-14.649830,5.219097,-29.993770,-14.649830,2098,1998,1998
1746315580.572710,2.403545,-0.134228,1.351681,-3.558811,-0.734102,-1.017011,14.852654,-3.618796,-7.596358,33.354360,-6.293777,-16.025606,6.455081,-33.190813,-14.859131,6.455081,-33.190813,-14.859131,2098,1998,1998
1746315580.577702,2.371057,-0.122704,1.353860,-3.518737,-0.778959,-1.047629,14.171413,-3.535550,-7.790171,35.446443,-5.781323,-16.442125,7.276752,-35.081036,-15.149870,7.276752,-35.081036,-15.149870,2098,1998,1998
1746315580.582703,2.333207,-0.109447,1.355568,-3.654774,-0.764862,-1.013872,12.686022,-3.324884,-7.621043,35.990941,-5.260620,-16.703488,8.044867,-35.519196,-15.409695,8.044867,-35.519196,-15.409695,2098,1998,1998
1746315580.587704,2.333207,-0.109447,1.355568,-3.654774,-0.764862,-1.013872,11.193559,-3.078872,-7.312078,35.339743,-4.748125,-16.800801,8.408636,-34.773568,-15.467275,8.408636,-34.773568,-15.467275,2098,1998,1998
1746315580.592696,2.333207,-0.109447,1.355568,-3.654774,-0.764862,-1.013872,9.731578,-2.810161,-6.897182,33.805929,-4.236437,-16.718474,8.581978,-33.165861,-15.366015,8.581978,-33.165861,-15.366015,2098,1998,1998
1746315580.597701,2.298928,-0.098183,1.357428,-3.765091,-0.706393,-1.069131,7.824821,-2.264707,-6.652965,31.281498,-3.477824,-16.562826,8.888247,-30.602180,-15.176034,8.888247,-30.602180,-15.176034,2098,1998,1998
1746315580.602704,2.298928,-0.098183,1.357428,-3.765091,-0.706393,-1.069131,6.099690,-1.770618,-6.304658,28.126207,-2.652304,-16.340150,9.027574,-27.343634,-14.939701,9.027574,-27.343634,-14.939701,2098,1998,1998
1746315580.607702,2.229866,-0.073763,1.360706,-3.829973,-0.705301,-1.222018,4.270726,-1.324934,-6.567841,24.424195,-1.503083,-16.312822,9.378430,-23.495322,-14.823032,9.378430,-23.495322,-14.823032,2098,1998,1998
1746315580.612705,2.229866,-0.073763,1.360706,-3.829973,-0.705301,-1.222018,2.687173,-0.932656,-6.634094,20.459854,-0.407638,-16.379342,9.623700,-19.389696,-14.871477,9.623700,-19.389696,-14.871477,2098,1998,1998
1746315580.617707,2.196356,-0.060240,1.362450,-3.711391,-0.716910,-1.361560,1.874158,-0.645274,-7.166655,16.860171,0.787634,-16.673728,9.832819,-15.615733,-15.055356,9.832819,-15.615733,-15.055356,2098,1998,1998
1746315580.622706,2.196356,-0.060240,1.362450,-3.711391,-0.716910,-1.361560,1.171716,-0.397363,-7.437878,13.609810,1.848634,-17.056325,10.199228,-12.216204,-15.415894,10.199228,-12.216204,-15.415894,2098,1998,1998
1746315580.627703,2.162827,-0.046257,1.364417,-3.732541,-0.710565,-1.409685,0.479731,-0.158543,-7.707365,10.642806,2.919563,-17.436998,10.642711,-9.108124,-15.794081,10.642711,-9.108124,-15.794081,2098,1998,1998
1746315580.632699,2.162827,-0.046257,1.364417,-3.732541,-0.710565,-1.409685,-0.093115,0.039002,-7.753091,7.971077,3.847429,-17.766455,11.003789,-6.302955,-16.106842,11.003789,-6.302955,-16.106842,2098,1998,1998
1746315580.637699,2.162827,-0.046257,1.364417,-3.732541,-0.710565,-1.409685,-0.557008,0.198819,-7.615993,5.602536,4.636991,-17.964981,11.291549,-3.822880,-16.292062,11.291549,-3.822880,-16.292062,2098,1998,1998
1746315580.642714,2.162827,-0.046257,1.364417,-3.732541,-0.710565,-1.409685,-0.922487,0.324576,-7.332362,3.535076,5.295644,-17.989376,11.512802,-1.664324,-16.306226,11.512802,-1.664324,-16.306226,2098,1998,1998
1746315580.647701,2.162827,-0.046257,1.364417,-3.732541,-0.710565,-1.409685,-1.196762,0.418789,-6.938358,1.777408,5.827261,-17.825011,11.673132,0.164983,-16.134447,11.673132,0.164983,-16.134447,2098,2080,1998
1746315580.652712,2.162827,-0.046257,1.364417,-3.732541,-0.710565,-1.409685,-1.393942,0.486347,-6.460400,0.297574,6.247524,-17.472560,11.781349,1.699532,-15.776992,11.781349,1.699532,-15.776992,2098,2098,1998
1746315580.657704,2.062512,-0.002289,1.370004,-3.701755,-0.602031,-1.560477,-1.383753,1.017691,-6.605766,-0.782788,7.201074,-17.029540,12.452923,2.805314,-15.453271,12.452923,2.805314,-15.453271,2098,2098,1998
1746315580.662707,2.029777,0.013221,1.371642,-3.642666,-0.632275,-1.646845,-1.078329,1.291392,-6.964531,-1.380858,8.228694,-16.817992,13.257537,3.613811,-15.274179,13.257537,3.613811,-15.274179,2098,2098,1998
1746315580.667707,1.996483,0.029418,1.373573,-3.699746,-0.577157,-1.730473,-1.062903,1.732584,-7.475384,-1.792684,9.454049,-16.828453,14.472987,4.187580,-15.360446,14.472987,4.187580,-15.360446,2098,2098,1998
1746315580.672717,1.996483,0.029418,1.373573,-3.699746,-0.577157,-1.730473,-1.026381,2.052730,-7.722782,-2.077769,10.585943,-16.963559,15.527534,4.688930,-15.526570,15.527534,4.688930,-15.526570,2098,2098,1998
1746315580.677706,1.963667,0.046181,1.375464,-3.661443,-0.523388,-1.805230,-0.801756,2.506931,-8.084829,-2.091730,11.829373,-17.154223,16.702541,4.871337,-15.866511,16.702541,4.871337,-15.866511,2098,2098,1998
1746315580.682709,1.963667,0.046181,1.375464,-3.661443,-0.523388,-1.805230,-0.600632,2.820863,-8.198317,-1.955179,12.968099,-17.366189,17.847337,4.958402,-16.131325,17.847337,4.958402,-16.131325,2098,2098,1998
1746315580.687707,1.925145,0.066170,1.377682,-3.624164,-0.497177,-1.843221,-0.256260,3.129993,-8.276773,-1.569502,14.096454,-17.481833,18.999133,4.742847,-16.535408,18.999133,4.742847,-16.535408,2098,2098,1998
1746315580.692702,1.925145,0.066170,1.377682,-3.624164,-0.497177,-1.843221,0.029214,3.310761,-8.154540,-1.072384,15.058428,-17.526859,20.040909,4.439588,-16.649318,20.040909,4.439588,-16.649318,2098,2098,1998
1746315580.697706,1.892883,0.083399,1.379460,-3.651478,-0.426438,-1.893036,0.137928,3.701975,-8.095932,-0.567980,16.132208,-17.463504,21.261876,4.051937,-16.885361,21.261876,4.051937,-16.885361,2098,2098,1998
1746315580.702709,1.892883,0.083399,1.379460,-3.651478,-0.426438,-1.893036,0.223142,3.936392,-7.865890,-0.128212,17.082350,-17.322168,22.281855,3.800884,-16.828990,22.281855,3.800884,-16.828990,2098,2098,1998
1746315580.707710,1.892883,0.083399,1.379460,-3.651478,-0.426438,-1.893036,0.287299,4.038056,-7.501990,0.243491,17.853974,-17.056863,23.112973,3.582705,-16.632919,23.112973,3.582705,-16.632919,2098,2098,1998
1746315580.712713,1.860620,0.101244,1.381255,-3.574483,-0.406942,-1.975834,0.679686,4.117563,-7.410083,0.836571,18.550595,-16.759833,23.832294,3.080442,-16.650849,23.832294,3.080442,-16.650849,2098,2098,1998
1746315580.717716,1.827956,0.119609,1.383153,-3.684417,-0.328766,-2.042269,0.488121,4.441409,-7.467627,1.207199,19.459715,-16.493108,25.009148,2.772861,-16.775578,25.009148,2.772861,-16.775578,2098,2098,1998
1746315580.722713,1.827956,0.119609,1.383153,-3.684417,-0.328766,-2.042269,0.321731,4.604209,-7.346306,1.365191,20.245833,-16.235145,25.816708,2.764289,-16.613977,25.816708,2.764289,-16.613977,2098,2098,1998
1746315580.727711,1.795937,0.138571,1.385046,-3.562888,-0.286652,-2.108451,0.725926,4.822527,-7.380280,1.822050,20.961803,-16.003991,26.484695,2.367256,-16.815610,26.484695,2.367256,-16.815610,2098,2098,1998
1746315580.732714,1.795937,0.138571,1.385046,-3.562888,-0.286652,-2.108451,1.038327,4.891555,-7.241814,2.388553,21.546211,-15.781427,27.170246,1.918429,-16.687739,27.170246,1.918429,-16.687739,2098,2098,1998
1746315580.737709,1.763478,0.157965,1.387094,-3.606815,-0.203360,-2.157104,1.070891,5.211970,-7.185348,2.904495,22.283532,-15.531554,28.132283,1.418293,-16.948831,28.132283,1.418293,-16.948831,2098,2098,1998
1746315580.742706,1.763478,0.157965,1.387094,-3.606815,-0.203360,-2.157104,1.073308,5.355371,-6.978036,3.289440,22.928266,-15.253126,28.845365,1.157599,-16.782577,28.845365,1.157599,-16.782577,2098,2098,1998
1746315580.747713,1.763478,0.157965,1.387094,-3.606815,-0.203360,-2.157104,1.051109,5.351548,-6.652120,3.551564,23.410586,-14.896086,29.374035,0.987992,-16.508701,29.374035,0.987992,-16.508701,2098,2098,1998
1746315580.752712,1.731657,0.177333,1.388935,-3.587116,-0.172609,-2.167701,1.098066,5.366254,-6.285573,3.798711,23.787089,-14.416170,29.846198,0.738694,-16.564314,29.846198,0.738694,-16.564314,2098,2098,1998
1746315580.757709,1.731657,0.177333,1.388935,-3.587116,-0.172609,-2.167701,1.111507,5.257537,-5.846594,3.973011,23.999149,-13.856777,30.090109,0.605621,-16.047948,30.090109,0.605621,-16.047948,2098,2098,1998
1746315580.762712,1.666388,0.217498,1.392800,-3.749201,-0.022108,-2.274479,0.367705,5.728398,-5.838685,3.696471,24.707536,-13.290217,31.197977,0.758697,-16.534326,31.197977,0.758697,-16.534326,2098,2098,1998
1746315580.767711,1.633077,0.238234,1.394825,-3.794628,0.067260,-2.318616,-0.448898,6.383887,-5.899440,2.988944,25.725654,-12.784448,32.294943,1.493594,-16.743801,32.294943,1.493594,-16.743801,2098,2098,1998
1746315580.772754,1.633077,0.238234,1.394825,-3.794628,0.067260,-2.318616,-1.108022,6.776281,-5.815366,1.972722,26.748604,-12.315892,33.148294,2.673203,-16.476625,33.148294,2.673203,-16.476625,2098,2098,1998
1746315580.777711,1.599394,0.259343,1.396971,-3.745453,0.130367,-2.349804,-1.389129,7.218120,-5.756650,1.072585,27.733678,-11.868634,34.070920,3.609793,-16.815398,34.070920,3.609793,-16.815398,2098,2098,1998
1746315580.782710,1.599394,0.259343,1.396971,-3.745453,0.130367,-2.349804,-1.588937,7.419901,-5.580074,0.227920,28.613913,-11.432153,34.816746,4.593968,-16.570181,34.816746,4.593968,-16.570181,2098,2098,1998
1746315580.787709,1.565997,0.280539,1.399177,-3.818848,0.233573,-2.363278,-2.045798,7.881338,-5.371699,-0.658891,29.638432,-10.914279,36.002298,5.477236,-16.933073,36.002298,5.477236,-16.933073,2098,2098,1998
1746315580.792704,1.565997,0.280539,1.399177,-3.818848,0.233573,-2.363278,-2.370663,8.078775,-5.081842,-1.583877,30.539622,-10.363983,36.761979,6.542537,-16.593113,36.761979,6.542537,-16.593113,2098,2098,1998
1746315580.797711,1.533201,0.302348,1.401157,-3.703066,0.295121,-2.427381,-2.060227,8.335159,-5.020183,-2.015144,31.240670,-9.897684,37.453557,6.965354,-16.968603,37.453557,6.965354,-16.968603,2098,2098,1998
1746315580.802713,1.533201,0.302348,1.401157,-3.703066,0.295121,-2.427381,-1.761863,8.355323,-4.856979,-2.149316,31.786545,-9.494996,37.993433,7.189758,-16.726671,37.993433,7.189758,-16.726671,2098,2098,1998
1746315580.807730,1.533201,0.302348,1.401157,-3.703066,0.295121,-2.427381,-1.478980,8.183040,-4.614311,-2.075158,32.096809,-9.102921,38.326888,7.169045,-16.433886,38.326888,7.169045,-16.433886,2098,2098,1998
1746315580.812719,1.499511,0.324432,1.403507,-3.819275,0.394638,-2.445362,-1.739064,8.306454,-4.395136,-2.129546,32.514841,-8.634770,39.180346,7.119227,-16.852742,39.180346,7.119227,-16.852742,2098,2098,1998
1746315580.817718,1.466711,0.346897,1.405503,-3.694257,0.445790,-2.473696,-1.349373,8.450627,-4.245460,-1.872620,32.713043,-8.217090,39.524745,6.783976,-17.297110,39.524745,6.783976,-17.297110,2098,2098,1998
1746315580.822719,1.466711,0.346897,1.405503,-3.694257,0.445790,-2.473696,-1.002245,8.377690,-4.028275,-1.459179,32.820876,-7.833114,39.710182,6.393913,-16.976179,39.710182,6.393913,-16.976179,2098,2098,1998
1746315580.827719,1.433691,0.369783,1.407955,-3.721180,0.565581,-2.483515,-0.818875,8.668956,-3.805396,-0.946204,33.051669,-7.423581,40.396018,5.726539,-17.522376,40.396018,5.726539,-17.522376,2098,2098,1998
1746315580.832813,1.433691,0.369783,1.407955,-3.721180,0.565581,-2.483515,-0.648298,8.711366,-3.533651,-0.460315,33.260003,-6.995212,40.700983,5.280854,-17.204225,40.700983,5.280854,-17.204225,2098,2098,1998
1746315580.837787,1.433691,0.369783,1.407955,-3.721180,0.565581,-2.483515,-0.498723,8.546237,-3.238339,-0.026833,33.317900,-6.556248,40.837628,4.862492,-16.814647,40.837628,4.862492,-16.814647,2098,2098,1998
1746315580.842783,1.402436,0.392646,1.410378,-3.508135,0.645090,-2.490586,0.592695,8.577705,-2.956396,1.056548,33.030753,-6.198931,40.737273,3.587985,-17.282313,40.737273,3.587985,-17.282313,2098,2098,1998
1746315580.847741,1.340679,0.439551,1.415326,-3.451408,0.821721,-2.509603,1.712611,9.199969,-2.748004,2.689580,32.929664,-5.939082,41.587107,1.620140,-18.923151,41.587107,1.620140,-18.923151,2098,2098,1998
1746315580.852790,1.340679,0.439551,1.415326,-3.451408,0.821721,-2.509603,2.602308,9.508489,-2.513363,4.522539,33.042909,-5.718826,42.024378,-0.173176,-18.888968,42.024378,-0.173176,-18.888968,2098,1999,1998
1746315580.857768,1.340679,0.439551,1.415326,-3.451408,0.821721,-2.509603,3.254753,9.540056,-2.268911,6.305367,33.150540,-5.508765,42.446940,-1.917835,-18.858722,42.446940,-1.917835,-18.858722,2098,1998,1998
1746315580.862742,1.310057,0.463544,1.417881,-3.560925,0.900877,-2.520277,3.222091,9.707465,-2.067489,7.648967,33.365381,-5.238314,43.510366,-3.378357,-19.784186,43.510366,-3.378357,-19.784186,2098,1998,1998
1746315580.867731,1.278514,0.488091,1.420624,-3.637770,1.028533,-2.532906,2.778495,10.200331,-1.913729,8.423235,33.811154,-4.889385,44.733871,-4.298532,-20.775153,44.733871,-4.298532,-20.775153,2098,1998,1998
1746315580.872780,1.278514,0.488091,1.420624,-3.637770,1.028533,-2.532906,2.350510,10.374637,-1.743830,8.712596,34.267201,-4.475030,45.293414,-4.516407,-20.623190,45.293414,-4.516407,-20.623190,2098,1998,1998
1746315580.877791,1.246938,0.512585,1.423324,-3.726314,1.120302,-2.523471,1.553279,10.692510,-1.524857,8.418613,34.797019,-3.931012,46.504175,-4.334510,-21.473397,46.504175,-4.334510,-21.473397,2098,1998,1998
1746315580.882828,1.246938,0.512585,1.423324,-3.726314,1.120302,-2.523471,0.867177,10.709129,-1.311461,7.717347,35.223230,-3.315402,46.869693,-3.578229,-21.037049,46.869693,-3.578229,-21.037049,2098,1998,1998
1746315580.887741,1.214519,0.537383,1.426305,-3.753119,1.183431,-2.491412,0.186340,10.762917,-0.971598,6.727409,35.482351,-2.578460,47.630977,-2.731668,-21.587070,47.630977,-2.731668,-21.587070,2098,1998,1998
1746315580.892799,1.214519,0.537383,1.426305,-3.753119,1.183431,-2.491412,-0.389237,10.567350,-0.664630,5.540430,35.583009,-1.770251,47.547975,-1.542565,-20.736373,47.547975,-1.542565,-20.736373,2098,1998,1998
1746315580.897798,1.214519,0.537383,1.426305,-3.753119,1.183431,-2.491412,-0.841537,10.170215,-0.403562,4.324495,35.435365,-0.979784,47.174091,-0.360560,-19.754518,47.174091,-0.360560,-19.754518,2098,1998,1998
1746315580.902715,1.181528,0.562534,1.429784,-3.888217,1.350621,-2.473447,-1.782359,10.367721,-0.106450,2.887882,35.505388,-0.076022,47.868723,0.780285,-20.021920,47.868723,0.780285,-20.021920,2098,2098,1998
1746315580.907722,1.148558,0.587776,1.433303,-3.870367,1.436098,-2.443526,-2.443299,10.687068,0.277324,1.325275,35.595765,0.956948,48.394470,2.129909,-20.215574,48.394470,2.129909,-20.215574,2098,2098,1998
1746315580.912724,1.148558,0.587776,1.433303,-3.870367,1.436098,-2.443526,-2.924606,10.705372,0.582518,-0.208788,35.692558,1.976913,48.257024,3.662761,-19.119393,48.257024,3.662761,-19.119393,2098,2098,1998
1746315580.917716,1.115596,0.613431,1.436912,-3.859132,1.515909,-2.422945,-3.198701,10.838230,0.909386,-1.572681,35.686698,3.005876,48.785349,4.806333,-19.323330,48.785349,4.806333,-19.323330,2098,2098,1998
1746315580.922711,1.115596,0.613431,1.436912,-3.859132,1.515909,-2.422945,-3.349788,10.703021,1.154763,-2.738529,35.616372,3.941982,48.509788,5.952361,-18.228591,48.509788,5.952361,-18.228591,2098,2098,1998
